"","Age","beta_hat_0","bn_beta_hat_1","beta_check_0","bn_beta_check_1","u_t","local_n"
"1",45,0.416741,-0.00491700000000043,0.412173,0.00207677261634494,1.22095345690832,1418
"2",45.025,0.41671865,-0.00491699999999991,0.412179675,0.00207677261634496,1.22095345690832,1418
"3",45.05,0.4166963,-0.00491699999999994,0.41218635,0.0020767726163448,1.22095345690832,1418
"4",45.075,0.41667395,-0.00491700000000007,0.412193025,0.00207677261634485,1.22095345690833,1418
"5",45.1,0.4166516,-0.00491699999999963,0.4121997,0.00207677261634463,1.22095345690832,1418
"6",45.125,0.41662925,-0.004917,0.412206375,0.00207677261634494,1.22095345690832,1418
"7",45.15,0.4166069,-0.00491699999999991,0.41221305,0.00207677261634475,1.22095345690832,1418
"8",45.175,0.41636985,-0.00449899999999992,0.412219725,0.00207677261634508,1.22051515858471,1418
"9",45.2,0.4163494,-0.00449899999999999,0.4122264,0.00207677261634492,1.22051515858471,1418
"10",45.225,0.41632895,-0.00449900000000013,0.412233075,0.00207677261634493,1.22051515858471,1418
"11",45.25,0.4163085,-0.00449899999999978,0.413120625,0.00106172083195173,1.22051515858471,1418
"12",45.275,0.41628805,-0.00449899999999977,0.413499675,0.000443355951803952,1.22051515858471,1418
"13",45.3,0.4162676,-0.00449899999999983,0.4135011,0.000443355951803967,1.22051515858471,1418
"14",45.325,0.41624715,-0.00449899999999993,0.413502525,0.000443355951804029,1.22051515858471,1418
"15",45.35,0.4162267,-0.00449899999999984,0.4137876,-3.11126983722753e-05,1.22051515858471,1418
"16",45.375,0.41620625,-0.00449900000000007,0.41398175,-0.000357796031280237,1.22051515858471,1418
"17",45.4,0.4161858,-0.00449899999999984,0.4139806,-0.000357796031280343,1.22051515858471,1418
"18",45.425,0.41616535,-0.00449899999999993,0.41397945,-0.000357796031280288,1.22051515858471,1418
"19",45.45,0.4161449,-0.00449900000000007,0.4139783,-0.000357796031280696,1.22051515858471,1418
"20",45.475,0.41612445,-0.00449900000000001,0.414416075,-0.00111227896680646,1.22051515858471,1418
