"","Age","beta_hat_0","bn_beta_hat_1","beta_check_0","bn_beta_check_1","u_t","local_n"
"1",45,0.419496333333333,0.0158821666666667,0.425183333333333,0.00905898067604128,4.44905859507889,1418
"2",45.025,0.419568525,0.0158821666666667,0.42539795,0.00869599919503204,4.44905859507888,1418
"3",45.05,0.4196822,0.015642,0.4254259,0.00869599919503243,4.43824979010804,1418
"4",45.075,0.4197533,0.0156420000000001,0.42545385,0.00869599919503248,4.43824979010805,1418
"5",45.1,0.4198244,0.015642,0.4254818,0.00869599919503238,4.43824979010804,1418
"6",45.125,0.4198955,0.015642,0.425753875,0.00820597419566963,4.43824979010804,1418
"7",45.15,0.4199666,0.015642,0.42578025,0.00820597419566987,4.43824979010804,1418
"8",45.175,0.4200377,0.0156420000000001,0.425806625,0.00820597419566973,4.43824979010805,1418
"9",45.2,0.4201088,0.015642,0.4262453,0.0073620422523236,4.43824979010805,1418
"10",45.225,0.4201799,0.0156419999999999,0.4262689625,0.00736204225232378,4.43824979010804,1418
"11",45.25,0.420251,0.015642,0.426985,0.00628476507118617,4.43824979010805,1418
"12",45.275,0.4203221,0.0156420000000001,0.427121916666667,0.006041048933937,4.43824979010805,1418
"13",45.3,0.4203932,0.015642,0.427149966666667,0.00602289985988654,4.43824979010805,1418
"14",45.325,0.4204643,0.015642,0.42730285,0.00574029284967252,4.43824979010805,1418
"15",45.35,0.420555225,0.01547425,0.429379975,0.00278847559160912,4.43069115863747,1418
"16",45.375,0.4206255625,0.01547425,0.4301775,0.00146229682349383,4.43069115863746,1418
"17",45.4,0.4206959,0.0154742500000001,0.4313089,-0.000565862201644453,4.43069115863747,1418
"18",45.425,0.4207662375,0.0154742500000001,0.431602316666667,-0.00120820978678734,4.43069115863747,1418
"19",45.45,0.420836575,0.0154742500000001,0.431748125,-0.00153618948212781,4.43069115863747,1418
"20",45.475,0.4209069125,0.0154742500000002,0.43184629375,-0.00176370108897448,4.43069115863747,1418
"21",45.5,0.42097725,0.0154742500000001,0.43210925,-0.00236067598899135,4.46152249373012,2284
"22",45.525,0.4210475875,0.01547425,0.4321920125,-0.00256290852841049,4.46152249373013,2284
"23",45.55,0.42117035,0.0148335000000001,0.43263945,-0.00343017499553579,4.45127898860428,2284
"24",45.575,0.421237775,0.0148335000000001,0.43287119375,-0.00377824830857486,4.45127898860428,2284
"25",45.6,0.4213053,0.0148321250000001,0.43285905,-0.00377824830857514,4.45125530933893,2284
"26",45.625,0.42137271875,0.014832125,0.43284690625,-0.00377824830857496,4.45125530933894,2284
"27",45.65,0.421493716666667,0.0139901666666668,0.432885725,-0.00407187439946283,4.4366241421439,2284
"28",45.675,0.421557308333333,0.0139901666666667,0.432877054166667,-0.00409780164810621,4.4366241421439,2284
"29",45.7,0.4216209,0.0139901666666667,0.43286696,-0.00411620999464309,4.43662414214389,2284
