"","Age","beta_hat_0","bn_beta_hat_1","beta_check_0","bn_beta_check_1","u_t","local_n"
"1",45,0.44014525,0.000224124999999989,0.440217166666667,-0.000242419774816819,7.08048980976514,1418
"2",45.025,0.44014626875,0.000224124999999938,0.440225195,-0.0003126826186406,7.08048980976513,1418
"3",45.05,0.4401472875,0.000224125000000005,0.44022419,-0.000312682618640634,7.08048980976514,1418
"4",45.075,0.44014830625,0.000224124999999853,0.440223185,-0.00031268261864071,7.08048980976513,1418
"5",45.1,0.440149325,0.000224124999999882,0.44022218,-0.000312682618640615,7.08048980976513,1418
"6",45.125,0.44015034375,0.000224124999999831,0.440221175,-0.000312682618640681,7.08048980976513,1418
"7",45.15,0.4401513625,0.00022412499999994,0.44022017,-0.000312682618640808,7.08048980976514,1418
"8",45.175,0.44015238125,0.000224124999999858,0.440219165,-0.000312682618640651,7.08048980976513,1418
"9",45.2,0.4401534,0.000224124999999925,0.44021816,-0.000312682618640755,7.08048980976513,1418
"10",45.225,0.44015441875,0.000224124999999922,0.440217155,-0.000312682618640769,7.08048980976513,1418
"11",45.25,0.4401815,3.29999999999436e-05,0.4402163,-0.000314238253559245,7.07661758888911,1418
"12",45.275,0.44018165,3.29999999998957e-05,0.4405574,-0.000808930157677327,7.07661758888911,1418
"13",45.3,0.4401818,3.29999999999967e-05,0.440585633333333,-0.000873748279285992,7.0766175888891,1418
"14",45.325,0.44018195,3.29999999999586e-05,0.440599975,-0.00091004642738697,7.0766175888891,1418
"15",45.35,0.4401821,3.29999999999719e-05,0.44059705,-0.000910046427386924,7.0766175888891,1418
"16",45.375,0.44018225,3.30000000000321e-05,0.4406031875,-0.000929491863869858,7.0766175888891,1418
"17",45.4,0.4401824,3.29999999998817e-05,0.4406497,-0.00103644176452416,7.0766175888891,1418
"18",45.425,0.44018255,3.29999999999493e-05,0.440812308333333,-0.00139747870188495,7.0766175888891,1418
"19",45.45,0.4401827,3.2999999999977e-05,0.441527225,-0.00225178154468851,7.0766175888891,1418
"20",45.475,0.44018285,3.29999999998893e-05,0.4415471375,-0.00229845059224665,7.0766175888891,1418
"21",45.5,0.440183,3.29999999999249e-05,0.4416725,-0.00252790674274182,7.10217122455251,2284
"22",45.525,0.44018315,3.29999999999249e-05,0.441691225,-0.00257457579029998,7.10217122455251,2284
"23",45.55,0.4401833,3.29999999998916e-05,0.4417764,-0.00273791745675423,7.1021712245525,2284
"24",45.575,0.44018345,3.29999999999713e-05,0.44191805,-0.00300237539291781,7.10217122455251,2284
"25",45.6,0.4401836,3.29999999999453e-05,0.4419832,-0.00317349523396505,7.1021712245525,2284
"26",45.625,0.44018375,3.29999999998891e-05,0.441973,-0.00317349523396535,7.10217122455251,2284
"27",45.65,0.4401839,3.29999999999404e-05,0.442005233333333,-0.00327201877881059,7.1021712245525,2284
"28",45.675,0.44018405,3.29999999999596e-05,0.441994716666667,-0.00327201877881054,7.10217122455251,2284
"29",45.7,0.4401842,3.29999999998829e-05,0.4420744,-0.00348462221768724,7.10217122455251,2284
"30",45.725,0.44018435,3.29999999999087e-05,0.4420632,-0.00348462221768726,7.10217122455251,2284
"31",45.75,0.4401845,3.29999999999051e-05,0.442052,-0.00348462221768746,7.10217122455251,2284
"32",45.775,0.44018465,3.30000000001219e-05,0.44208595,-0.00359351666198995,7.1021712245525,2284
"33",45.8,0.4401848,3.29999999999377e-05,0.442216,-0.00393770088773259,7.10217122455251,2284
"34",45.825,0.44018495,3.29999999999725e-05,0.44220334375,-0.00393770088773249,7.10217122455251,2284
